0	0.0001417936
2.75625	0.0002921777
5.5125	0.0002869116
8.268749	0.0002905688
11.025	0.0002822336
13.78125	0.0002921938
16.5375	0.0002886566
19.29375	0.0002870955
22.05	0.0002937466
24.80625	0.0002919757
27.5625	0.0002956341
30.31875	0.000298594
33.075	0.0002971949
35.83125	0.0002962424
38.5875	0.0003023321
41.34375	0.0003003764
44.1	0.0003098344
46.85625	0.0003117871
49.6125	0.0003139482
52.36875	0.0003214182
55.125	0.000321325
57.88125	0.0003273878
60.6375	0.0003290952
63.39375	0.0003280934
66.14999	0.0003385017
68.90625	0.0003469465
71.6625	0.000350251
74.41875	0.000355248
77.175	0.0003653016
79.93124	0.0003569315
82.6875	0.000425322
85.44375	0.000402948
88.2	0.0004314852
90.95625	0.0004914278
93.71249	0.0004970889
96.46875	0.0005016941
99.225	0.0003879698
101.9812	0.0004033231
104.7375	0.0007811295
107.4937	0.0008118514
110.25	0.0005769051
113.0062	0.0004447546
115.7625	0.0006105305
118.5187	0.0009409288
121.275	0.001395236
124.0312	0.001289942
126.7875	0.001059288
129.5437	0.0005829904
132.3	0.0006541109
135.0562	0.001041141
137.8125	0.001500316
140.5687	0.001599637
143.325	0.001860989
146.0812	0.001605648
148.8375	0.001897268
151.5938	0.002047813
154.35	0.001938537
157.1062	0.001141299
159.8625	0.001571436
162.6187	0.001594109
165.375	0.001241448
168.1312	0.000946175
170.8875	0.002046579
173.6437	0.00143799
176.4	0.0008452096
179.1562	0.001222332
181.9125	0.001691506
184.6687	0.002331338
187.425	0.001004614
190.1812	0.001218228
192.9375	0.001660355
195.6937	0.002150552
198.45	0.001228132
201.2062	0.001177662
203.9625	0.001053368
206.7188	0.001124372
209.475	0.00128429
212.2312	0.001090763
214.9875	0.001229189
217.7437	0.001024592
220.5	0.0009101744
223.2562	0.001197539
226.0125	0.001323395
228.7687	0.0007506837
231.525	0.0007787413
234.2812	0.0006139138
237.0375	0.0007257138
239.7937	0.0007150652
242.55	0.0006545122
245.3062	0.0006111934
248.0625	0.0006053778
250.8187	0.0005419246
253.575	0.0005123085
256.3312	0.000544831
259.0875	0.0004555096
261.8438	0.0004661967
264.6	0.0004272693
267.3562	0.0004733824
270.1125	0.0004918554
272.8687	0.0005144476
275.625	0.0006612788
278.3812	0.0005243805
281.1375	0.0005636312
283.8937	0.0005377882
286.65	0.0005721842
289.4062	0.0004446597
292.1625	0.0005949424
294.9187	0.0005260531
297.675	0.0004924967
300.4312	0.0004693175
303.1875	0.0005958108
305.9437	0.0007969349
308.7	0.0008442863
311.4562	0.001363312
314.2125	0.0006516616
316.9688	0.0006366539
319.725	0.0005905074
322.4812	0.0006789027
325.2375	0.0007575364
327.9937	0.0009545968
