0.000000e+00,2.340541e-05
2.756250e+00,4.756895e-05
5.512500e+00,4.710047e-05
8.268749e+00,5.005321e-05
1.102500e+01,5.148222e-05
1.378125e+01,4.868310e-05
1.653750e+01,5.007947e-05
1.929375e+01,4.600675e-05
2.205000e+01,5.135358e-05
2.480625e+01,5.271158e-05
2.756250e+01,5.075426e-05
3.031875e+01,5.370151e-05
3.307500e+01,5.102057e-05
3.583125e+01,5.405298e-05
3.858750e+01,5.480679e-05
4.134375e+01,5.890306e-05
4.410000e+01,5.670061e-05
4.685625e+01,5.901719e-05
4.961250e+01,6.173769e-05
5.236875e+01,7.051924e-05
5.512500e+01,6.399222e-05
5.788125e+01,6.601778e-05
6.063750e+01,6.672228e-05
6.339375e+01,7.056951e-05
6.614999e+01,6.275885e-05
6.890625e+01,7.661920e-05
7.166250e+01,7.661607e-05
7.441875e+01,7.864815e-05
7.717500e+01,6.802101e-05
7.993124e+01,9.254079e-05
8.268750e+01,9.069270e-05
8.544375e+01,9.301010e-05
8.820000e+01,7.775723e-05
9.095625e+01,1.309109e-04
9.371249e+01,2.291599e-04
9.646875e+01,2.518402e-04
9.922500e+01,2.556739e-04
1.019812e+02,2.206777e-04
1.047375e+02,2.546516e-04
1.074937e+02,2.728591e-04
1.102500e+02,3.389919e-04
1.130062e+02,5.652942e-04
1.157625e+02,8.248301e-04
1.185187e+02,9.056861e-04
1.212750e+02,1.208819e-03
1.240312e+02,9.595576e-04
1.267875e+02,7.667775e-04
1.295437e+02,8.396592e-04
1.323000e+02,9.379239e-04
1.350562e+02,9.009586e-04
1.378125e+02,9.109845e-04
1.405687e+02,7.272241e-04
1.433250e+02,6.741054e-04
1.460812e+02,6.800303e-04
1.488375e+02,5.247706e-04
1.515938e+02,6.015779e-04
1.543500e+02,7.948254e-04
1.571062e+02,5.581569e-04
1.598625e+02,7.125514e-04
1.626187e+02,1.255148e-03
1.653750e+02,1.535747e-03
1.681312e+02,1.402759e-03
1.708875e+02,1.303474e-03
1.736437e+02,1.266220e-03
1.764000e+02,8.533940e-04
1.791562e+02,8.525160e-04
1.819125e+02,8.195051e-04
1.846687e+02,6.830886e-04
1.874250e+02,5.351281e-04
1.901812e+02,4.133005e-04
1.929375e+02,7.017701e-04
1.956937e+02,8.849376e-04
1.984500e+02,1.027436e-03
2.012062e+02,8.028740e-04
2.039625e+02,7.157371e-04
2.067188e+02,9.377988e-04
2.094750e+02,4.646815e-04
2.122312e+02,4.761620e-04
2.149875e+02,3.646583e-04
2.177437e+02,4.099042e-04
2.205000e+02,3.832990e-04
2.232562e+02,3.581130e-04
2.260125e+02,6.489171e-04
2.287687e+02,4.087467e-04
2.315250e+02,4.338135e-04
2.342812e+02,3.449686e-04
2.370375e+02,2.940584e-04
2.397937e+02,2.964613e-04
2.425500e+02,3.661196e-04
2.453062e+02,4.714385e-04
2.480625e+02,2.951216e-04
2.508187e+02,1.826056e-04
2.535750e+02,2.113472e-04
2.563312e+02,2.326976e-04
2.590875e+02,1.845895e-04
2.618438e+02,2.375382e-04
2.646000e+02,1.551264e-04
2.673562e+02,1.475625e-04
2.701125e+02,1.593318e-04
2.728687e+02,2.043237e-04
2.756250e+02,2.724434e-04
2.783812e+02,2.936070e-04
2.811375e+02,3.275754e-04
2.838937e+02,4.462956e-04
2.866500e+02,4.089850e-04
2.894062e+02,3.680208e-04
2.921625e+02,3.459265e-04
2.949187e+02,2.514554e-04
2.976750e+02,2.328662e-04
3.004312e+02,2.416083e-04
3.031875e+02,1.832065e-04
3.059437e+02,2.721741e-04
3.087000e+02,3.722947e-04
3.114562e+02,5.419434e-04
3.142125e+02,3.662522e-04
3.169688e+02,6.407395e-04
3.197250e+02,5.713232e-04
3.224812e+02,7.322641e-04
3.252375e+02,9.919589e-04
3.279937e+02,1.595835e-03
3.307500e+02,1.362761e-03
3.335062e+02,9.208061e-04
3.362625e+02,7.901638e-04
3.390187e+02,8.214808e-04
3.417750e+02,1.071872e-03
3.445312e+02,9.939992e-04
3.472875e+02,1.358574e-03
3.500437e+02,1.120698e-03
3.528000e+02,8.626053e-04
3.555562e+02,8.576696e-04
3.583125e+02,8.599433e-04
3.610687e+02,1.279211e-03
3.638250e+02,9.573858e-04
3.665812e+02,7.016527e-04
3.693375e+02,1.148816e-03
3.720938e+02,6.056049e-04
3.748500e+02,4.779157e-04
3.776062e+02,3.521134e-04
3.803625e+02,7.360688e-04
3.831187e+02,5.956158e-04
3.858750e+02,8.039517e-04
3.886312e+02,6.468935e-04
3.913875e+02,1.461231e-03
3.941437e+02,3.795292e-04
3.969000e+02,3.866057e-04
3.996562e+02,5.173194e-04
4.024125e+02,6.618440e-04
4.051687e+02,8.054678e-04
4.079250e+02,7.720076e-04
4.106812e+02,7.776255e-04
4.134375e+02,1.238819e-03
4.161937e+02,9.005417e-04
4.189500e+02,7.079135e-04
4.217062e+02,6.428904e-04
4.244625e+02,8.192752e-04
4.272188e+02,6.742741e-04
4.299750e+02,8.756621e-04
4.327312e+02,8.460680e-04
